cbsa_code,cbsa_name,year,quarter,total_residential_addresses,vacant_addresses,no_stat_addresses,vacancy_rate,vacancy_rate_incl_nostat,zip_count,dq_flag
12420,,2017,3,982515.0,27254.0,12414.0,0.027739016707124066,0.04037393831137438,10,
12420,,2017,4,1013558.0,33347.0,15983.0,0.032900929201880896,0.04867013037241085,8,
12420,,2018,1,1020336.0,36077.0,13118.0,0.03535796051496762,0.04821450973012811,6,
12420,,2018,2,938320.0,34552.0,13037.0,0.03682325858982011,0.05071723932134027,10,
12420,,2018,3,983806.0,46605.0,13922.0,0.04737214450816523,0.061523308457155174,8,
12420,,2018,4,924913.0,31025.0,10879.0,0.03354369546108661,0.04530588282357367,8,
12420,,2019,1,1049183.0,57777.0,12079.0,0.05506856287225394,0.06658133042567407,6,
12420,,2019,2,989870.0,37245.0,13212.0,0.03762615292917252,0.05097336013819997,9,
12420,,2019,3,971629.0,36739.0,11053.0,0.03781175736829592,0.04918749852052584,10,
12420,,2019,4,966723.0,27087.0,12209.0,0.028019401627974092,0.040648665646726104,5,
12420,,2020,1,988690.0,43746.0,14694.0,0.04424642709039234,0.059108517331013764,7,
12420,,2020,2,1003502.0,38767.0,13547.0,0.038631711745467374,0.0521314357121361,10,
12420,,2020,3,997946.0,38101.0,13884.0,0.038179420529768145,0.05209199696175945,10,
12420,,2020,4,1007659.0,44453.0,11522.0,0.044115122278469206,0.05554954602697937,6,
12420,,2021,1,954871.0,36968.0,10790.0,0.038715177233364505,0.05001513293418692,6,
12420,,2021,2,976423.0,28007.0,13369.0,0.028683265347088302,0.04237507719502716,8,
12420,,2021,3,984212.0,29764.0,15991.0,0.03024145204488464,0.0464889678240054,7,
12420,,2021,4,955260.0,34299.0,10421.0,0.03590540795176182,0.04681447982748152,10,
12420,,2022,1,897033.0,23425.0,13375.0,0.026113866490976363,0.0410241317766459,7,
12420,,2022,2,966587.0,34484.0,9664.0,0.03567604364635568,0.04567410900415586,10,
12420,,2022,3,1014736.0,36331.0,11932.0,0.03580340108166065,0.04756212453288343,6,
12420,,2022,4,1027011.0,28597.0,12999.0,0.027844881895130628,0.04050200046542832,10,
12420,,2023,1,1035292.0,25419.0,14321.0,0.024552493402827415,0.038385305788125476,5,
12420,,2023,2,974301.0,31654.0,10379.0,0.03248893309151894,0.043141698510008715,5,
12420,,2023,3,925227.0,44914.0,12159.0,0.048543762773892246,0.061685402609305606,5,
12420,,2023,4,903159.0,23882.0,14558.0,0.026442741532775513,0.04256171947575122,8,
12420,,2024,1,1014657.0,29931.0,12268.0,0.029498638456148234,0.04158942381514147,5,
12420,,2024,2,967651.0,38101.0,11292.0,0.039374733245767325,0.05104422978945922,7,
12420,,2024,3,1075769.0,32070.0,14107.0,0.029811232708880808,0.0429246427439348,8,
12420,,2024,4,944431.0,27529.0,12912.0,0.029148767882460444,0.04282049191523785,9,
13820,,2015,1,462744.0,19634.0,5925.0,0.042429507459848206,0.05523356326608233,5,
13820,,2015,2,457633.0,18949.0,6271.0,0.041406541923331576,0.05510966210915734,7,
13820,,2015,3,452331.0,16239.0,4711.0,0.035900701035303795,0.04631564053757094,8,
13820,,2015,4,452672.0,16923.0,5413.0,0.03738468471652764,0.049342570337904706,6,
13820,,2016,1,463998.0,21179.0,6680.0,0.04564459329566076,0.06004120707416842,6,
13820,,2016,2,459544.0,15127.0,5921.0,0.03291741378409902,0.04580192538690528,8,
13820,,2016,3,474108.0,17560.0,7189.0,0.037037974469951995,0.05220118622761059,5,
13820,,2016,4,462666.0,15782.0,5561.0,0.034111000159942596,0.04613046992863102,8,
13820,,2017,1,472968.0,18282.0,6242.0,0.03865377784543563,0.05185128803639993,9,
13820,,2017,2,446374.0,16689.0,6241.0,0.03738793030059995,0.05136947940516249,6,
13820,,2017,3,435282.0,21672.0,4789.0,0.04978841302879512,0.060790476059198406,8,
13820,,2017,4,460115.0,18238.0,5462.0,0.03963791660780457,0.051508861914956044,10,
13820,,2018,1,438725.0,20329.0,5803.0,0.046336543392785916,0.05956350789218759,6,
13820,,2018,2,429396.0,21576.0,5421.0,0.050247324148338594,0.0628720342061873,8,
13820,,2018,3,466576.0,21915.0,6123.0,0.04696983985460032,0.060093103803024586,8,
13820,,2018,4,452796.0,20254.0,6495.0,0.04473096052085266,0.05907516850855573,6,
13820,,2019,1,462820.0,18492.0,5242.0,0.03995505812194806,0.05128127565792317,10,
13820,,2019,2,437053.0,17883.0,5844.0,0.040917234294238915,0.054288610305843914,7,
13820,,2019,3,441713.0,13392.0,5743.0,0.030318328869650656,0.043319983790379726,6,
13820,,2019,4,450114.0,12948.0,6767.0,0.028766045935029794,0.04380001510728393,5,
13820,,2020,1,456074.0,19442.0,3808.0,0.04262904704061183,0.05097856926726803,10,
13820,,2020,2,479358.0,19843.0,5766.0,0.04139494907772479,0.05342353731449147,8,
13820,,2020,3,464603.0,12372.0,4370.0,0.026629186638915375,0.03603506649763347,5,
13820,,2020,4,435241.0,15912.0,4804.0,0.03655905578748326,0.04759661888470985,8,
13820,,2021,1,446255.0,19327.0,4657.0,0.04330931866309621,0.05374505607780305,8,
13820,,2021,2,434312.0,21128.0,4901.0,0.048647055572952166,0.05993156993129363,8,
13820,,2021,3,446507.0,16848.0,6394.0,0.03773289108569407,0.05205293534031941,7,
13820,,2021,4,463254.0,19919.0,6325.0,0.0429980097311626,0.05665142664715253,10,
13820,,2022,1,440083.0,17328.0,4867.0,0.03937439073992861,0.05043366819440878,7,
13820,,2022,2,437502.0,16135.0,5041.0,0.036879831406485,0.04840206444770538,9,
13820,,2022,3,428127.0,14264.0,5436.0,0.03331721662030192,0.046014383582441656,7,
13820,,2022,4,471483.0,17594.0,4459.0,0.03731629772441424,0.046773690673894926,5,
13820,,2023,1,444702.0,16710.0,4309.0,0.03757572486743932,0.04726535972403992,5,
13820,,2023,2,444175.0,19966.0,5738.0,0.04495075139303203,0.05786908313164856,9,
13820,,2023,3,463727.0,21369.0,5813.0,0.046080991617913125,0.05861638420881251,9,
13820,,2023,4,462840.0,18096.0,6715.0,0.039097744360902256,0.0536059977530032,8,
13820,,2024,1,433145.0,16609.0,5255.0,0.03834512692054624,0.05047732283646354,6,
13820,,2024,2,446800.0,22109.0,5785.0,0.049482990152193373,0.06243061772605193,9,
13820,,2024,3,445194.0,13342.0,4578.0,0.02996895735342345,0.04025211480837568,10,
13820,,2024,4,428211.0,17671.0,6119.0,0.04126703891305922,0.055556723204214745,6,
14460,,2015,1,1890031.0,79995.0,27905.0,0.04232470261069792,0.05708901070934815,5,
14460,,2015,2,1932890.0,90649.0,24337.0,0.04689816802818577,0.0594891587208791,9,
14460,,2015,3,1933974.0,86578.0,25564.0,0.04476688931702288,0.05798526764061978,7,
14460,,2015,4,2012979.0,68509.0,26867.0,0.03403363870164567,0.04738052408892492,10,
14460,,2016,1,1824830.0,81340.0,20620.0,0.04457401511373662,0.05587369782390689,6,
14460,,2016,2,2065420.0,70026.0,28776.0,0.03390400015493217,0.04783627543066301,6,
14460,,2016,3,1911159.0,71030.0,24567.0,0.03716592915607754,0.05002043262753125,6,
14460,,2016,4,2000264.0,69145.0,18502.0,0.03456793703231174,0.04381771606147988,5,
14460,,2017,1,2037826.0,84462.0,21253.0,0.04144711079356137,0.051876362358709724,9,
14460,,2017,2,1990739.0,63465.0,21606.0,0.03188012089982665,0.042733376901743524,10,
14460,,2017,3,2048238.0,102009.0,27408.0,0.04980329434372373,0.06318455179525036,6,
14460,,2017,4,1793982.0,43514.0,20434.0,0.024255538795818463,0.03564584260042743,7,
14460,,2018,1,2008780.0,83841.0,21465.0,0.04173727336990611,0.05242286362867014,6,
14460,,2018,2,2049359.0,90444.0,27808.0,0.044132823970812335,0.05770194485202446,8,
14460,,2018,3,2086883.0,74874.0,22835.0,0.035878388965744606,0.0468205452821265,8,
14460,,2018,4,2013957.0,97784.0,29215.0,0.0485531716913519,0.06305943970005318,6,
14460,,2019,1,2128961.0,108881.0,25797.0,0.051142787491175276,0.06325996577673335,5,
14460,,2019,2,1854590.0,76412.0,23972.0,0.041201559374309145,0.05412732733380424,8,
14460,,2019,3,2085097.0,94005.0,24391.0,0.04508423349129561,0.05678201062108861,7,
14460,,2019,4,1954461.0,68748.0,20581.0,0.03517491523238376,0.04570518419144715,5,
14460,,2020,1,1958744.0,77941.0,23740.0,0.03979131525099758,0.051911326850267316,8,
14460,,2020,2,1993497.0,94467.0,24519.0,0.04738758071870688,0.05968707251628671,6,
14460,,2020,3,1999222.0,56984.0,24635.0,0.028503087701115735,0.040825381073237486,8,
14460,,2020,4,2051258.0,63357.0,28651.0,0.030886899648898382,0.04485442591814389,8,
14460,,2021,1,2002430.0,110230.0,23980.0,0.055048116538405835,0.06702356636686425,9,
14460,,2021,2,1952409.0,47995.0,21608.0,0.024582451730144658,0.035649804933290105,7,
14460,,2021,3,2141969.0,87932.0,27985.0,0.04105194799737998,0.054117029704911696,6,
14460,,2021,4,1917088.0,81855.0,23191.0,0.04269757048189755,0.054794563421188804,7,
14460,,2022,1,2025721.0,92212.0,21892.0,0.04552058254813965,0.05632759891416439,8,
14460,,2022,2,1971394.0,73791.0,16832.0,0.037430873787786714,0.04596899452874464,6,
14460,,2022,3,2010582.0,79294.0,30789.0,0.03943833178651754,0.05475180818290425,10,
14460,,2022,4,2037043.0,102874.0,24084.0,0.05050163398612597,0.0623246539223767,7,
14460,,2023,1,1966503.0,81167.0,21483.0,0.041274790834288075,0.05219925929429042,10,
14460,,2023,2,1902054.0,76400.0,20419.0,0.04016710356278003,0.0509023403121047,7,
14460,,2023,3,1916829.0,67079.0,24320.0,0.03499477522512441,0.04768239629095762,9,
14460,,2023,4,2127947.0,88538.0,22764.0,0.04160723927804593,0.05230487413455316,6,
14460,,2024,1,1984421.0,58622.0,31471.0,0.02954111048008462,0.045400144424998526,5,
14460,,2024,2,1985934.0,82086.0,18277.0,0.04133369991147742,0.05053692620197851,7,
14460,,2024,3,1959268.0,76035.0,29446.0,0.03880786089498731,0.05383694318490375,6,
14460,,2024,4,1918712.0,79407.0,26674.0,0.041385575323446146,0.055287609604776536,9,
14860,,2015,1,380983.0,14611.0,4631.0,0.03835079255504839,0.05050619056493334,9,
14860,,2015,2,361117.0,16016.0,4601.0,0.04435127673302559,0.057092299725573704,6,
14860,,2015,3,367560.0,15507.0,3503.0,0.042189030362389815,0.051719447165088694,8,
14860,,2015,4,372826.0,15231.0,4549.0,0.0408528375166968,0.05305423977941453,9,
14860,,2016,1,372272.0,12393.0,3147.0,0.03329017492586066,0.04174367129410753,5,
14860,,2016,2,383029.0,9774.0,5296.0,0.025517650099600813,0.03934427941487459,5,
14860,,2016,3,376826.0,11694.0,5245.0,0.031032890511801203,0.044951781458816537,7,
14860,,2016,4,386758.0,17226.0,5163.0,0.04453947946778088,0.057888912446542796,10,
14860,,2017,1,359341.0,15057.0,4684.0,0.041901703395938676,0.05493667574810556,10,
14860,,2017,2,385125.0,14423.0,4745.0,0.03745017851346965,0.049770853618954884,10,
14860,,2017,3,357029.0,16302.0,4673.0,0.04566015645787877,0.05874872909483543,5,
14860,,2017,4,399878.0,13612.0,5678.0,0.03404038231660657,0.04823971311249931,8,
14860,,2018,1,380366.0,14146.0,5083.0,0.037190495470152435,0.05055394015237955,10,
14860,,2018,2,368438.0,14873.0,3716.0,0.0403677145137038,0.050453536280188255,6,
14860,,2018,3,391169.0,16559.0,4162.0,0.04233208664285769,0.052971989089114935,7,
14860,,2018,4,392910.0,12566.0,3881.0,0.03198187880176122,0.04185945890916495,5,
14860,,2019,1,394961.0,19446.0,4505.0,0.04923524094784042,0.060641430419712324,9,
14860,,2019,2,384381.0,13396.0,4452.0,0.03485083810073859,0.046433096328902836,7,
14860,,2019,3,378022.0,15540.0,3684.0,0.04110871854019078,0.05085418308987308,5,
14860,,2019,4,360266.0,13727.0,4705.0,0.03810240211399355,0.05116219682123764,8,
14860,,2020,1,404640.0,15817.0,4796.0,0.03908906682483195,0.05094157769869514,8,
14860,,2020,2,366413.0,17397.0,4265.0,0.04747921061752722,0.05911908147363767,9,
14860,,2020,3,379211.0,13883.0,4953.0,0.03661022491436166,0.04967155488632977,7,
14860,,2020,4,394708.0,15688.0,6043.0,0.039745837429188156,0.055055889416986734,10,
14860,,2021,1,390713.0,19479.0,5660.0,0.049855008663648254,0.06434134518175745,8,
14860,,2021,2,382324.0,16131.0,4575.0,0.042191962837802494,0.05415825320931984,10,
14860,,2021,3,395694.0,16087.0,4435.0,0.04065515271902025,0.05186330851617664,5,
14860,,2021,4,402147.0,20087.0,3361.0,0.049949396613676096,0.05830703697901514,5,
14860,,2022,1,380091.0,18483.0,4382.0,0.04862782859894078,0.06015664669776448,10,
14860,,2022,2,369414.0,10810.0,5542.0,0.02926256178704651,0.044264700309138254,5,
14860,,2022,3,376232.0,20014.0,5831.0,0.053195900401879694,0.06869431627293797,6,
14860,,2022,4,379245.0,16879.0,5071.0,0.04450684913446453,0.057878152645387544,8,
14860,,2023,1,416221.0,17293.0,5110.0,0.041547639355054164,0.053824770975034894,5,
14860,,2023,2,361271.0,16148.0,4741.0,0.04469774767418365,0.05782086024065037,9,
14860,,2023,3,394822.0,19004.0,5199.0,0.048133082756280046,0.06130104198854167,8,
14860,,2023,4,368166.0,17879.0,4855.0,0.04856233329530701,0.061749319600397645,10,
14860,,2024,1,373793.0,19251.0,5569.0,0.05150176702078423,0.066400387380181,10,
14860,,2024,2,386573.0,16269.0,4105.0,0.042085194775630996,0.05270414643547273,9,
14860,,2024,3,391219.0,15010.0,4870.0,0.03836725721399012,0.05081552787569111,5,
14860,,2024,4,399758.0,19112.0,5407.0,0.04780892439926155,0.06133460743749969,6,
15380,,2015,1,454134.0,12305.0,5426.0,0.02709552687092356,0.03904354221441249,8,
15380,,2015,2,481312.0,15527.0,6866.0,0.03225974004388006,0.04652491523170002,6,
15380,,2015,3,457171.0,16959.0,4399.0,0.03709552880650785,0.046717748938580966,6,
15380,,2015,4,488291.0,19642.0,7430.0,0.04022601276697707,0.05544234892717662,5,
15380,,2016,1,452004.0,14282.0,5193.0,0.031597065512694575,0.0430859018946735,10,
15380,,2016,2,481685.0,12294.0,6081.0,0.025522903972513156,0.03814733695257274,6,
15380,,2016,3,466489.0,18780.0,6616.0,0.040258184008626144,0.05444072636225077,9,
15380,,2016,4,460050.0,24058.0,5839.0,0.0522943158352353,0.06498641452016085,9,
15380,,2017,1,438906.0,20960.0,5845.0,0.04775510018090434,0.06107230249757351,6,
15380,,2017,2,428501.0,17960.0,4411.0,0.041913554460783056,0.052207579445555555,6,
15380,,2017,3,455494.0,16011.0,6989.0,0.03515084721203792,0.050494627810684665,7,
15380,,2017,4,418901.0,18295.0,4748.0,0.04367380359559896,0.05500822390015779,8,
15380,,2018,1,461074.0,18632.0,5396.0,0.040409999262591256,0.05211310982618842,5,
15380,,2018,2,452282.0,19541.0,5368.0,0.04320534533764333,0.05507404672306216,6,
15380,,2018,3,466320.0,20663.0,5386.0,0.0443107737176188,0.05586078229541946,9,
15380,,2018,4,441040.0,12510.0,5979.0,0.028364774170143298,0.041921367676401235,6,
15380,,2019,1,445543.0,17515.0,5048.0,0.03931158159818469,0.050641576682834206,7,
15380,,2019,2,430856.0,15700.0,5714.0,0.036439088697848,0.04970106021501383,10,
15380,,2019,3,464227.0,18746.0,5352.0,0.040381106656872605,0.051909949227425374,7,
15380,,2019,4,489812.0,22264.0,4989.0,0.04545417425461197,0.055639714829363106,7,
15380,,2020,1,432094.0,15702.0,5943.0,0.03633931505644605,0.05009326674288465,5,
15380,,2020,2,460013.0,13759.0,5807.0,0.02991002428192247,0.04253358057272295,5,
15380,,2020,3,472651.0,15559.0,6784.0,0.03291858051712574,0.047271665562962945,7,
15380,,2020,4,437018.0,21941.0,4280.0,0.05020616999757447,0.059999816941178626,10,
15380,,2021,1,470977.0,19351.0,5935.0,0.041086932058253374,0.05368839667329827,5,
15380,,2021,2,465468.0,24819.0,6637.0,0.05332052901595813,0.06757929653595951,7,
15380,,2021,3,462789.0,23114.0,4361.0,0.04994500733595656,0.05936830823550257,8,
15380,,2021,4,465664.0,18083.0,6146.0,0.038832720588235295,0.05203107820230896,7,
15380,,2022,1,465927.0,19219.0,4730.0,0.04124895101593168,0.05140075591240688,9,
15380,,2022,2,459498.0,17955.0,5703.0,0.03907525168771137,0.05148662235744225,5,
15380,,2022,3,473883.0,19681.0,6234.0,0.04153134845520941,0.05468649434565072,5,
15380,,2022,4,462272.0,12185.0,4612.0,0.02635894019105635,0.03633575038072823,10,
15380,,2023,1,439588.0,14645.0,4625.0,0.033315286131559554,0.043836501451359,9,
15380,,2023,2,448987.0,18596.0,4800.0,0.0414176802446396,0.05210841293845924,5,
15380,,2023,3,446620.0,19749.0,5233.0,0.0442187989789978,0.05593569477408088,10,
15380,,2023,4,452663.0,19284.0,5600.0,0.04260122872865686,0.05497246295809465,8,
15380,,2024,1,475656.0,22349.0,6384.0,0.04698563667860807,0.060407100930083925,10,
15380,,2024,2,435652.0,19501.0,6176.0,0.044762792320475975,0.05893924508552698,7,
15380,,2024,3,463692.0,18977.0,6191.0,0.040925873208940415,0.05427740827963389,10,
15380,,2024,4,430815.0,18667.0,6421.0,0.043329503383122685,0.058233812657405154,9,
16740,,2015,1,1102649.0,54284.0,11991.0,0.049230534830213425,0.06010525561624778,6,
16740,,2015,2,1115214.0,56656.0,12725.0,0.05080280556018845,0.062213171642393296,8,
16740,,2015,3,1009929.0,41229.0,12651.0,0.040823661861378376,0.05335028502003606,6,
16740,,2015,4,1142813.0,51822.0,13673.0,0.04534600148930752,0.05731033861182888,7,
16740,,2016,1,1119775.0,47881.0,17037.0,0.04275948293183898,0.05797414659194928,7,
16740,,2016,2,1067224.0,39841.0,10348.0,0.03733143182687046,0.047027615570864226,8,
16740,,2016,3,1102769.0,46856.0,13538.0,0.042489406212905874,0.05476577596940067,10,
16740,,2016,4,1095090.0,47447.0,15222.0,0.04332703248134857,0.057227259859920186,10,
16740,,2017,1,1143794.0,40218.0,15818.0,0.03516192601115236,0.04899133934956819,7,
16740,,2017,2,1123118.0,50783.0,12739.0,0.04521608593219947,0.056558616280746994,10,
16740,,2017,3,1170685.0,47708.0,13007.0,0.040752209176678614,0.05186279827622289,7,
16740,,2017,4,1065161.0,54601.0,15309.0,0.05126079531638879,0.0656332704633384,8,
16740,,2018,1,1088145.0,48505.0,10695.0,0.04457586075385174,0.05440451410427838,5,
16740,,2018,2,1183425.0,50941.0,18255.0,0.04304539789171261,0.05847096351691066,8,
16740,,2018,3,1179937.0,34673.0,18572.0,0.029385467190197443,0.04512529058754832,9,
16740,,2018,4,1046268.0,49010.0,11874.0,0.04684268275432298,0.05819159144693329,10,
16740,,2019,1,1074536.0,43019.0,14647.0,0.040034954622274174,0.05366595442125718,10,
16740,,2019,2,1066321.0,49380.0,12504.0,0.04630875693154313,0.058035056985654414,8,
16740,,2019,3,1150044.0,55496.0,13160.0,0.04825554500523458,0.05969858544542644,7,
16740,,2019,4,1177559.0,51516.0,15731.0,0.043748126420841756,0.05710711735038329,7,
16740,,2020,1,1169313.0,47263.0,16319.0,0.04041945997350581,0.05437551793232436,5,
16740,,2020,2,1141176.0,44639.0,13049.0,0.03911666561511984,0.05055136105210765,10,
16740,,2020,3,1112497.0,46456.0,16679.0,0.041758314853882754,0.05675071483338832,7,
16740,,2020,4,1129341.0,33629.0,12366.0,0.029777542832501433,0.04072729140268528,8,
16740,,2021,1,1008225.0,54675.0,9759.0,0.05422896674849364,0.06390835379007662,6,
16740,,2021,2,1137081.0,33382.0,12149.0,0.029357627117153482,0.04004200228479765,5,
16740,,2021,3,1099742.0,38037.0,14915.0,0.03458720318038231,0.04814947505869559,7,
16740,,2021,4,1086577.0,32668.0,13292.0,0.030065057515482104,0.042297968758771815,9,
16740,,2022,1,1073142.0,38050.0,11766.0,0.03545663108889597,0.046420697354124615,8,
16740,,2022,2,1121261.0,37081.0,12023.0,0.033070801535057405,0.043793550297388385,9,
16740,,2022,3,1010024.0,24987.0,11805.0,0.02473901610258766,0.03642685718359168,6,
16740,,2022,4,1100595.0,39049.0,12927.0,0.035479899508902006,0.04722536446195013,5,
16740,,2023,1,1102663.0,24810.0,13386.0,0.022500074818870317,0.034639776613525616,8,
16740,,2023,2,1105325.0,42111.0,14487.0,0.03809829688100785,0.0512048492524823,9,
16740,,2023,3,1091112.0,29202.0,11167.0,0.026763521984910808,0.03699803503215068,6,
16740,,2023,4,1073617.0,38166.0,9954.0,0.035548990002952634,0.04482045273128127,10,
16740,,2024,1,1091941.0,24992.0,13236.0,0.022887683492056804,0.035009217530983815,10,
16740,,2024,2,1051257.0,21933.0,13573.0,0.020863594725171866,0.0337748048288858,8,
16740,,2024,3,1047910.0,38155.0,17417.0,0.036410569609985594,0.053031271769522194,10,
16740,,2024,4,1056363.0,12727.0,11513.0,0.012047941853321253,0.02294665754101573,5,OUT_OF_RANGE
16980,,2015,1,3557327.0,161673.0,40344.0,0.045447888259921,0.056788987911429,5,
16980,,2015,2,3682287.0,145105.0,61133.0,0.039406216842956567,0.05600812755768358,5,
16980,,2015,3,3798892.0,136573.0,46348.0,0.03595074563846511,0.04815114512336755,9,
16980,,2015,4,3719897.0,121559.0,44595.0,0.032678055333252506,0.044666290491376506,8,
16980,,2016,1,3683699.0,103639.0,40863.0,0.02813449198753753,0.03922741787534758,9,
16980,,2016,2,3766488.0,189467.0,55001.0,0.05030335952218618,0.06490608758079144,7,
16980,,2016,3,3669757.0,152188.0,55837.0,0.041470865782121266,0.05668631465244157,9,
16980,,2016,4,3815098.0,159615.0,39211.0,0.0418377195028804,0.05211556819772389,6,
16980,,2017,1,3901766.0,161011.0,45941.0,0.04126618561953741,0.053040597514048764,7,
16980,,2017,2,3645158.0,161576.0,47832.0,0.04432619930329495,0.05744826424533587,9,
16980,,2017,3,3913740.0,179347.0,37414.0,0.04582496537838487,0.05538461931553961,5,
16980,,2017,4,3786313.0,191174.0,51617.0,0.050490807284025385,0.06412333053289572,9,
16980,,2018,1,3886477.0,146578.0,59743.0,0.03771487648067903,0.05308689592142189,8,
16980,,2018,2,3874263.0,142231.0,49871.0,0.03671175653279088,0.04958414026099932,8,
16980,,2018,3,3776670.0,153256.0,43109.0,0.040579664095618626,0.05199421712778718,6,
16980,,2018,4,3708031.0,117473.0,53199.0,0.03168069522611866,0.046027662659778194,10,
16980,,2019,1,3889384.0,193564.0,42844.0,0.049767263916342536,0.06078289004119933,9,
16980,,2019,2,3626148.0,165095.0,41985.0,0.04552902970314505,0.05710743190846044,6,
16980,,2019,3,3794883.0,169501.0,44890.0,0.04466567216960312,0.05649475886344849,8,
16980,,2019,4,3790706.0,166943.0,41151.0,0.04404008118804254,0.05489584262140087,5,
16980,,2020,1,3730954.0,194674.0,44167.0,0.052178075634274776,0.06401606666820336,9,
16980,,2020,2,3660046.0,102340.0,48108.0,0.027961397206483198,0.041105494302530625,10,
16980,,2020,3,3714311.0,155691.0,44077.0,0.04191652233752101,0.053783326167356475,8,
