cbsa_code,cbsa_name,year,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,avg_household_size,median_hh_income,median_home_value,median_gross_rent,acs_type,dq_flag
13820,Birmingham-Hoover,2015,269960.0,269960.0,0.0,167375.0,102585.0,2.5,40754.0,129722.0,849.0,1yr,
13820,Birmingham-Hoover,2016,272482.0,272482.0,0.0,168938.0,103544.0,2.5,42015.0,137479.0,875.0,1yr,
13820,Birmingham-Hoover,2017,274431.0,274431.0,0.0,170147.0,104284.0,2.5,43314.0,139234.0,902.0,1yr,
13820,Birmingham-Hoover,2018,276689.0,276689.0,0.0,171547.0,105142.0,2.5,44654.0,153356.0,930.0,1yr,
13820,Birmingham-Hoover,2019,279141.0,279141.0,0.0,173067.0,106074.0,2.5,46035.0,158080.0,959.0,1yr,
13820,Birmingham-Hoover,2020,282259.0,282259.0,0.0,175000.0,107259.0,2.5,47480.5,172824.0,989.0,interpolated,IMPUTED_VALUE
13820,Birmingham-Hoover,2021,285377.0,285377.0,0.0,176933.0,108444.0,2.5,48926.0,187568.0,1019.0,1yr,
13820,Birmingham-Hoover,2022,288716.0,288716.0,0.0,179003.0,109713.0,2.5,50440.0,198927.0,1050.0,1yr,
13820,Birmingham-Hoover,2023,291367.0,291367.0,0.0,180647.0,110720.0,2.5,52000.0,186648.0,1083.0,1yr,
13820,Birmingham-Hoover,2024,294288.0,294288.0,0.0,182458.0,111830.0,2.5,53608.0,181756.0,1116.0,1yr,
14460,Boston-Cambridge-Newton,2005,745859.0,701107.0,44752.0,434686.0,266421.0,2.5,55483.0,416976.0,1155.0,1yr,
14460,Boston-Cambridge-Newton,2006,756962.0,711544.0,45418.0,441157.0,270387.0,2.5,57199.0,437370.0,1191.0,1yr,
14460,Boston-Cambridge-Newton,2007,765610.0,719673.0,45937.0,446197.0,273476.0,2.5,58968.0,395410.0,1228.0,1yr,
14460,Boston-Cambridge-Newton,2008,770934.0,724677.0,46257.0,449299.0,275378.0,2.5,60792.0,345477.0,1266.0,1yr,
14460,Boston-Cambridge-Newton,2009,774272.0,727815.0,46457.0,451245.0,276570.0,2.5,62672.0,325809.0,1305.0,1yr,
14460,Boston-Cambridge-Newton,2010,778710.0,778710.0,0.0,482800.0,295910.0,2.5,64610.0,290430.0,1346.0,1yr,
14460,Boston-Cambridge-Newton,2011,782658.0,782658.0,0.0,485247.0,297411.0,2.5,66608.0,273887.0,1387.0,1yr,
14460,Boston-Cambridge-Newton,2012,789101.0,789101.0,0.0,489242.0,299859.0,2.5,68668.0,286677.0,1430.0,1yr,
14460,Boston-Cambridge-Newton,2013,798460.0,798460.0,0.0,495045.0,303415.0,2.5,70792.0,333395.0,1474.0,1yr,
14460,Boston-Cambridge-Newton,2014,807822.0,807822.0,0.0,500849.0,306973.0,2.5,72982.0,354303.0,1520.0,1yr,
14460,Boston-Cambridge-Newton,2015,819955.0,819955.0,0.0,508372.0,311583.0,2.5,75239.0,389418.0,1567.0,1yr,
14460,Boston-Cambridge-Newton,2016,830442.0,830442.0,0.0,514874.0,315568.0,2.5,77566.0,414480.0,1615.0,1yr,
14460,Boston-Cambridge-Newton,2017,842319.0,842319.0,0.0,522237.0,320082.0,2.5,79965.0,453165.0,1665.0,1yr,
14460,Boston-Cambridge-Newton,2018,853667.0,853667.0,0.0,529273.0,324394.0,2.5,82438.0,460666.0,1717.0,1yr,
14460,Boston-Cambridge-Newton,2019,865848.0,865848.0,0.0,536825.0,329023.0,2.5,84988.0,494735.0,1770.0,1yr,
14460,Boston-Cambridge-Newton,2020,878339.0,878339.0,0.0,544569.5,333769.5,2.5,87657.0,531796.0,1825.5,interpolated,IMPUTED_VALUE
14460,Boston-Cambridge-Newton,2021,890830.0,890830.0,0.0,552314.0,338516.0,2.5,90326.0,568857.0,1881.0,1yr,
14460,Boston-Cambridge-Newton,2022,901637.0,901637.0,0.0,559014.0,342623.0,2.5,93120.0,594175.0,1940.0,1yr,
14460,Boston-Cambridge-Newton,2023,909894.0,909894.0,0.0,564134.0,345760.0,2.5,96000.0,556962.0,2000.0,1yr,
14460,Boston-Cambridge-Newton,2024,918530.0,918530.0,0.0,569488.0,349042.0,2.5,98969.0,585271.0,2061.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2005,189440.0,178073.0,11367.0,110405.0,67668.0,2.5,54905.0,300995.0,1143.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2006,191376.0,179893.0,11483.0,111533.0,68360.0,2.5,56603.0,316485.0,1179.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2007,192719.0,181155.0,11564.0,112316.0,68839.0,2.5,58354.0,297996.0,1215.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2008,193466.0,181858.0,11608.0,112751.0,69107.0,2.5,60158.0,256652.0,1253.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2009,193854.0,182222.0,11632.0,112977.0,69245.0,2.5,62019.0,222561.0,1292.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2010,194116.0,194116.0,0.0,120351.0,73765.0,2.5,63937.0,207921.0,1332.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2011,194479.0,194479.0,0.0,120576.0,73903.0,2.5,65915.0,202223.0,1373.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2012,195024.0,195024.0,0.0,120914.0,74110.0,2.5,67953.0,215015.0,1415.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2013,195862.0,195862.0,0.0,121434.0,74428.0,2.5,70055.0,249530.0,1459.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2014,196921.0,196921.0,0.0,122091.0,74830.0,2.5,72221.0,271701.0,1504.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2015,198188.0,198188.0,0.0,122876.0,75312.0,2.5,74455.0,288050.0,1551.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2016,199431.0,199431.0,0.0,123647.0,75784.0,2.5,76758.0,325750.0,1599.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2017,200719.0,200719.0,0.0,124445.0,76274.0,2.5,79132.0,325199.0,1648.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2018,202058.0,202058.0,0.0,125275.0,76783.0,2.5,81579.0,347770.0,1699.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2019,203354.0,203354.0,0.0,126079.0,77275.0,2.5,84102.0,344553.0,1752.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2020,204969.5,204969.5,0.0,127080.5,77889.0,2.5,86743.5,383929.5,1807.0,interpolated,IMPUTED_VALUE
14860,Bridgeport-Stamford-Norwalk,2021,206585.0,206585.0,0.0,128082.0,78503.0,2.5,89385.0,423306.0,1862.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2022,208435.0,208435.0,0.0,129229.0,79206.0,2.5,92150.0,444074.0,1919.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2023,211469.0,211469.0,0.0,131110.0,80359.0,2.5,95000.0,418562.0,1979.0,1yr,
14860,Bridgeport-Stamford-Norwalk,2024,214560.0,214560.0,0.0,133027.0,81533.0,2.5,97938.0,399809.0,2040.0,1yr,
15380,Buffalo-Cheektowaga,2005,251671.0,236570.0,15101.0,146673.0,89897.0,2.5,32365.0,133756.0,674.0,1yr,
15380,Buffalo-Cheektowaga,2006,252932.0,237756.0,15176.0,147408.0,90348.0,2.5,33366.0,141231.0,695.0,1yr,
15380,Buffalo-Cheektowaga,2007,254109.0,238862.0,15247.0,148094.0,90768.0,2.5,34398.0,126393.0,716.0,1yr,
15380,Buffalo-Cheektowaga,2008,254930.0,239634.0,15296.0,148573.0,91061.0,2.5,35462.0,109627.0,738.0,1yr,
15380,Buffalo-Cheektowaga,2009,255587.0,240251.0,15336.0,148955.0,91296.0,2.5,36558.0,98059.0,761.0,1yr,
15380,Buffalo-Cheektowaga,2010,256366.0,256366.0,0.0,158946.0,97420.0,2.5,37689.0,95284.0,785.0,1yr,
15380,Buffalo-Cheektowaga,2011,256975.0,256975.0,0.0,159324.0,97651.0,2.5,38855.0,87393.0,809.0,1yr,
15380,Buffalo-Cheektowaga,2012,257527.0,257527.0,0.0,159666.0,97861.0,2.5,40056.0,92131.0,834.0,1yr,
15380,Buffalo-Cheektowaga,2013,258707.0,258707.0,0.0,160398.0,98309.0,2.5,41295.0,108791.0,860.0,1yr,
15380,Buffalo-Cheektowaga,2014,259834.0,259834.0,0.0,161097.0,98737.0,2.5,42572.0,116335.0,886.0,1yr,
15380,Buffalo-Cheektowaga,2015,260777.0,260777.0,0.0,161681.0,99096.0,2.5,43889.0,131095.0,914.0,1yr,
15380,Buffalo-Cheektowaga,2016,261984.0,261984.0,0.0,162430.0,99554.0,2.5,45247.0,136061.0,942.0,1yr,
15380,Buffalo-Cheektowaga,2017,262908.0,262908.0,0.0,163002.0,99906.0,2.5,46646.0,136232.0,971.0,1yr,
15380,Buffalo-Cheektowaga,2018,263645.0,263645.0,0.0,163459.0,100186.0,2.5,48089.0,152186.0,1001.0,1yr,
15380,Buffalo-Cheektowaga,2019,264603.0,264603.0,0.0,164053.0,100550.0,2.5,49576.0,157184.0,1032.0,1yr,
15380,Buffalo-Cheektowaga,2020,265381.5,265381.5,0.0,164536.0,100845.5,2.5,51133.0,170319.0,1064.5,interpolated,IMPUTED_VALUE
15380,Buffalo-Cheektowaga,2021,266160.0,266160.0,0.0,165019.0,101141.0,2.5,52690.0,183454.0,1097.0,1yr,
15380,Buffalo-Cheektowaga,2022,267024.0,267024.0,0.0,165554.0,101470.0,2.5,54320.0,199145.0,1131.0,1yr,
15380,Buffalo-Cheektowaga,2023,267584.0,267584.0,0.0,165902.0,101682.0,2.5,56000.0,179398.0,1166.0,1yr,
15380,Buffalo-Cheektowaga,2024,268249.0,268249.0,0.0,166314.0,101935.0,2.5,57731.0,177998.0,1202.0,1yr,
16740,Charlotte-Concord-Gastonia,2005,492836.0,463265.0,29571.0,287224.0,176041.0,2.5,35832.0,240532.0,746.0,1yr,
16740,Charlotte-Concord-Gastonia,2006,518998.0,487858.0,31140.0,302471.0,185387.0,2.5,36941.0,253702.0,769.0,1yr,
16740,Charlotte-Concord-Gastonia,2007,542357.0,509815.0,32542.0,316085.0,193730.0,2.5,38083.0,240493.0,793.0,1yr,
16740,Charlotte-Concord-Gastonia,2008,555305.0,521986.0,33319.0,323631.0,198355.0,2.5,39261.0,201682.0,817.0,1yr,
16740,Charlotte-Concord-Gastonia,2009,561935.0,528218.0,33717.0,327495.0,200723.0,2.5,40475.0,179833.0,843.0,1yr,
16740,Charlotte-Concord-Gastonia,2010,566677.0,566677.0,0.0,351339.0,215338.0,2.5,41727.0,167937.0,869.0,1yr,
16740,Charlotte-Concord-Gastonia,2011,572349.0,572349.0,0.0,354856.0,217493.0,2.5,43018.0,156114.0,896.0,1yr,
16740,Charlotte-Concord-Gastonia,2012,583644.0,583644.0,0.0,361859.0,221785.0,2.5,44348.0,166997.0,923.0,1yr,
16740,Charlotte-Concord-Gastonia,2013,598272.0,598272.0,0.0,370928.0,227344.0,2.5,45720.0,197255.0,952.0,1yr,
16740,Charlotte-Concord-Gastonia,2014,614456.0,614456.0,0.0,380962.0,233494.0,2.5,47134.0,210148.0,981.0,1yr,
16740,Charlotte-Concord-Gastonia,2015,631569.0,631569.0,0.0,391572.0,239997.0,2.5,48592.0,222083.0,1012.0,1yr,
16740,Charlotte-Concord-Gastonia,2016,649635.0,649635.0,0.0,402773.0,246862.0,2.5,50094.0,232445.0,1043.0,1yr,
16740,Charlotte-Concord-Gastonia,2017,669814.0,669814.0,0.0,415284.0,254530.0,2.5,51644.0,253382.0,1075.0,1yr,
16740,Charlotte-Concord-Gastonia,2018,693067.0,693067.0,0.0,429701.0,263366.0,2.5,53241.0,264618.0,1109.0,1yr,
16740,Charlotte-Concord-Gastonia,2019,714833.0,714833.0,0.0,443196.0,271637.0,2.5,54888.0,277375.0,1143.0,1yr,
16740,Charlotte-Concord-Gastonia,2020,740003.5,740003.5,0.0,458801.5,281202.0,2.5,56611.5,296762.0,1179.0,interpolated,IMPUTED_VALUE
16740,Charlotte-Concord-Gastonia,2021,765174.0,765174.0,0.0,474407.0,290767.0,2.5,58335.0,316149.0,1215.0,1yr,
16740,Charlotte-Concord-Gastonia,2022,789309.0,789309.0,0.0,489371.0,299938.0,2.5,60140.0,362231.0,1252.0,1yr,
16740,Charlotte-Concord-Gastonia,2023,815474.0,815474.0,0.0,505593.0,309881.0,2.5,62000.0,331485.0,1291.0,1yr,
16740,Charlotte-Concord-Gastonia,2024,838434.0,838434.0,0.0,519829.0,318605.0,2.5,63917.0,316456.0,1331.0,1yr,
16980,Chicago-Naperville-Elgin,2005,1591996.0,1496476.0,95520.0,927815.0,568661.0,2.5,41612.0,212720.0,866.0,1yr,
16980,Chicago-Naperville-Elgin,2006,1630770.0,1532923.0,97847.0,950412.0,582511.0,2.5,42899.0,215443.0,893.0,1yr,
16980,Chicago-Naperville-Elgin,2007,1658138.0,1558649.0,99489.0,966362.0,592287.0,2.5,44226.0,200218.0,921.0,1yr,
16980,Chicago-Naperville-Elgin,2008,1669270.0,1569113.0,100157.0,972850.0,596263.0,2.5,45594.0,171238.0,949.0,1yr,
16980,Chicago-Naperville-Elgin,2009,1671343.0,1571062.0,100281.0,974058.0,597004.0,2.5,47004.0,157335.0,979.0,1yr,
16980,Chicago-Naperville-Elgin,2010,1674426.0,1674426.0,0.0,1038144.0,636282.0,2.5,48457.0,151779.0,1009.0,1yr,
16980,Chicago-Naperville-Elgin,2011,1677827.0,1677827.0,0.0,1040252.0,637575.0,2.5,49956.0,142092.0,1040.0,1yr,
16980,Chicago-Naperville-Elgin,2012,1682851.0,1682851.0,0.0,1043367.0,639484.0,2.5,51501.0,150945.0,1072.0,1yr,
16980,Chicago-Naperville-Elgin,2013,1689986.0,1689986.0,0.0,1047791.0,642195.0,2.5,53094.0,168017.0,1106.0,1yr,
16980,Chicago-Naperville-Elgin,2014,1700790.0,1700790.0,0.0,1054489.0,646301.0,2.5,54736.0,181156.0,1140.0,1yr,
16980,Chicago-Naperville-Elgin,2015,1711698.0,1711698.0,0.0,1061252.0,650446.0,2.5,56429.0,195960.0,1175.0,1yr,
16980,Chicago-Naperville-Elgin,2016,1726183.0,1726183.0,0.0,1070233.0,655950.0,2.5,58174.0,217770.0,1211.0,1yr,
16980,Chicago-Naperville-Elgin,2017,1742986.0,1742986.0,0.0,1080651.0,662335.0,2.5,59973.0,227895.0,1249.0,1yr,
16980,Chicago-Naperville-Elgin,2018,1755591.0,1755591.0,0.0,1088466.0,667125.0,2.5,61828.0,233935.0,1288.0,1yr,
16980,Chicago-Naperville-Elgin,2019,1768225.0,1768225.0,0.0,1096299.0,671926.0,2.5,63741.0,240168.0,1327.0,1yr,
16980,Chicago-Naperville-Elgin,2020,1779711.5,1779711.5,0.0,1103420.5,676291.0,2.5,65742.5,260096.5,1369.0,interpolated,IMPUTED_VALUE
16980,Chicago-Naperville-Elgin,2021,1791198.0,1791198.0,0.0,1110542.0,680656.0,2.5,67744.0,280025.0,1411.0,1yr,
16980,Chicago-Naperville-Elgin,2022,1803790.0,1803790.0,0.0,1118349.0,685441.0,2.5,69840.0,308592.0,1455.0,1yr,
16980,Chicago-Naperville-Elgin,2023,1814032.0,1814032.0,0.0,1124699.0,689333.0,2.5,72000.0,276430.0,1500.0,1yr,
16980,Chicago-Naperville-Elgin,2024,1827276.0,1827276.0,0.0,1132911.0,694365.0,2.5,74226.0,285764.0,1546.0,1yr,
17460,Cincinnati,2005,466164.0,438194.0,27970.0,271680.0,166514.0,2.5,37566.0,166912.0,782.0,1yr,
17460,Cincinnati,2006,469282.0,441124.0,28158.0,273496.0,167628.0,2.5,38728.0,166304.0,806.0,1yr,
17460,Cincinnati,2007,471509.0,443218.0,28291.0,274795.0,168423.0,2.5,39926.0,163901.0,831.0,1yr,
17460,Cincinnati,2008,472607.0,444250.0,28357.0,275435.0,168815.0,2.5,41161.0,140271.0,857.0,1yr,
17460,Cincinnati,2009,472970.0,444591.0,28379.0,275646.0,168945.0,2.5,42434.0,122581.0,884.0,1yr,
17460,Cincinnati,2010,473179.0,473179.0,0.0,293370.0,179809.0,2.5,43746.0,114703.0,911.0,1yr,
17460,Cincinnati,2011,473469.0,473469.0,0.0,293550.0,179919.0,2.5,45099.0,110236.0,939.0,1yr,
17460,Cincinnati,2012,474355.0,474355.0,0.0,294100.0,180255.0,2.5,46494.0,124385.0,968.0,1yr,
17460,Cincinnati,2013,475475.0,475475.0,0.0,294794.0,180681.0,2.5,47932.0,136742.0,998.0,1yr,
17460,Cincinnati,2014,476809.0,476809.0,0.0,295621.0,181188.0,2.5,49415.0,153385.0,1029.0,1yr,
17460,Cincinnati,2015,478580.0,478580.0,0.0,296719.0,181861.0,2.5,50943.0,159527.0,1061.0,1yr,
17460,Cincinnati,2016,480323.0,480323.0,0.0,297800.0,182523.0,2.5,52518.0,173836.0,1094.0,1yr,
17460,Cincinnati,2017,482394.0,482394.0,0.0,299084.0,183310.0,2.5,54143.0,185735.0,1127.0,1yr,
17460,Cincinnati,2018,484390.0,484390.0,0.0,300321.0,184069.0,2.5,55817.0,183679.0,1162.0,1yr,
17460,Cincinnati,2019,486420.0,486420.0,0.0,301580.0,184840.0,2.5,57544.0,196418.0,1198.0,1yr,
17460,Cincinnati,2020,489230.0,489230.0,0.0,303322.0,185908.0,2.5,59351.0,214386.0,1236.0,interpolated,IMPUTED_VALUE
17460,Cincinnati,2021,492040.0,492040.0,0.0,305064.0,186976.0,2.5,61158.0,232354.0,1274.0,1yr,
17460,Cincinnati,2022,494860.0,494860.0,0.0,306813.0,188047.0,2.5,63050.0,245294.0,1313.0,1yr,
17460,Cincinnati,2023,497118.0,497118.0,0.0,308213.0,188905.0,2.5,65000.0,224850.0,1354.0,1yr,
17460,Cincinnati,2024,499416.0,499416.0,0.0,309637.0,189779.0,2.5,67010.0,234985.0,1396.0,1yr,
18140,Columbus,2005,389764.0,366378.0,23386.0,227154.0,139224.0,2.5,35832.0,178890.0,746.0,1yr,
18140,Columbus,2006,396341.0,372560.0,23781.0,230987.0,141573.0,2.5,36941.0,180681.0,769.0,1yr,
18140,Columbus,2007,401514.0,377422.0,24092.0,234001.0,143421.0,2.5,38083.0,165827.0,793.0,1yr,
18140,Columbus,2008,404918.0,380622.0,24296.0,235985.0,144637.0,2.5,39261.0,140155.0,817.0,1yr,
18140,Columbus,2009,407941.0,383464.0,24477.0,237747.0,145717.0,2.5,40475.0,127047.0,843.0,1yr,
18140,Columbus,2010,411287.0,411287.0,0.0,254997.0,156290.0,2.5,41727.0,121183.0,869.0,1yr,
18140,Columbus,2011,414888.0,414888.0,0.0,257230.0,157658.0,2.5,43018.0,112936.0,896.0,1yr,
18140,Columbus,2012,420412.0,420412.0,0.0,260655.0,159757.0,2.5,44348.0,120438.0,923.0,1yr,
18140,Columbus,2013,427364.0,427364.0,0.0,264965.0,162399.0,2.5,45720.0,132371.0,952.0,1yr,
18140,Columbus,2014,433069.0,433069.0,0.0,268502.0,164567.0,2.5,47134.0,148898.0,981.0,1yr,
18140,Columbus,2015,439245.0,439245.0,0.0,272331.0,166914.0,2.5,48592.0,160097.0,1012.0,1yr,
18140,Columbus,2016,446416.0,446416.0,0.0,276777.0,169639.0,2.5,50094.0,173348.0,1043.0,1yr,
18140,Columbus,2017,453822.0,453822.0,0.0,281369.0,172453.0,2.5,51644.0,189628.0,1075.0,1yr,
18140,Columbus,2018,461731.0,461731.0,0.0,286273.0,175458.0,2.5,53241.0,188837.0,1109.0,1yr,
18140,Columbus,2019,468399.0,468399.0,0.0,290407.0,177992.0,2.5,54888.0,196184.0,1143.0,1yr,
18140,Columbus,2020,478857.5,478857.5,0.0,296891.0,181966.5,2.5,56611.5,212259.0,1179.0,interpolated,IMPUTED_VALUE
18140,Columbus,2021,489316.0,489316.0,0.0,303375.0,185941.0,2.5,58335.0,228334.0,1215.0,1yr,
18140,Columbus,2022,499650.0,499650.0,0.0,309783.0,189867.0,2.5,60140.0,248351.0,1252.0,1yr,
18140,Columbus,2023,509399.0,509399.0,0.0,315827.0,193572.0,2.5,62000.0,227558.0,1291.0,1yr,
18140,Columbus,2024,521469.0,521469.0,0.0,323310.0,198159.0,2.5,63917.0,243426.0,1331.0,1yr,
19100,Dallas-Fort Worth-Arlington,2005,1058170.0,994679.0,63491.0,616700.0,377979.0,2.5,42190.0,255038.0,878.0,1yr,
